Stock#,Lane,Item#,Year,Make,Model,VIN,Odometer,Sale Document,Loss Type,Auction Date,Branch,Public,Live online bid
24930656,A,85,2006,FORD,MUSTANG,1ZVHT82H665170254,169k mi (Not Required/Exempt),CERTIFICATE OF DESTRUCTION-LA,WATER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25229323,A,4503,2006,FORD,MUSTANG,1ZVHT82H965100408,0-1k mi (Not Actual),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25030740,A,3035,2006,FORD,MUSTANG,1ZVFT84N665143503,0-1k mi (Not Required/Exempt),SALVAGE-LA,OTHER,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25054972,A,13,2005,FORD,MUSTANG,1ZVFT80N655162833,214k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24989560,A,265,2004,FORD,MUSTANG,1FAFP40624F230178,177k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24836610,A,3176,2003,FORD,MUSTANG,1FAFP42R03F428523,50k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
23785186,B,3448,2003,FORD,MUSTANG,1FAFP42XX3F377028,202k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25017527,A,4544,2003,FORD,MUSTANG,1FAFP40413F334786,218k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24358015,A,178,2002,FORD,MUSTANG,1FAFP44482F100475,118k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25060701,B,716,2002,FORD,MUSTANG,1FAFP40402F214525,151k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25140564,A,3146,2002,FORD,MUSTANG,1FAFP40482F152968,0-1k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25007720,A,634,2002,FORD,MUSTANG,1FAFP44492F152357,109k mi (Not Required/Exempt),APP FOR DUP CLEAR-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25047586,A,3031,2001,FORD,MUSTANG,1FAFP45X51F128466,179k mi (Not Required/Exempt),APP FOR DUP CLEAR-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24800561,A,3057,2000,FORD,MUSTANG,1FAFP4042YF102947,0-1k mi (Not Required/Exempt),SALVAGE-LA,FIRE,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25120627,A,220,2000,FORD,MUSTANG,1FAFP4047YF247028,96k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25016978,A,3215,2000,FORD,MUSTANG,1FAFP4449YF186162,155k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25000720,A,687,1996,FORD,MUSTANG,1FALP42X9TF182928,154k mi (Not Required/Exempt),APP FOR DUP CLEAR-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25091149,B,3332,1996,FORD,MUSTANG,1FALP45X1TF193952,114k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25008129,A,3058,1989,FORD,PROBE,1ZVBT21C5K5316422,154k mi (Not Required/Exempt),SALVAGE TITLE - DEALER-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24970628,A,3265,1977,FORD,RANCHERO,7A48S117347,41k mi (Not Actual),CLEAR-CO,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24330044,A,84,2004,FORD,RANGER,1FTYR10E54PB31643,227k mi (Not Required/Exempt),SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25080167,A,72,2004,FORD,RANGER,1FTYR10U74PA21152,324k mi (Not Required/Exempt),SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25096407,A,3117,2002,FORD,RANGER,1FTYR14U32TA43566,186k mi (Not Required/Exempt),SALVAGE TITLE-TX,WATER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24762349,A,3088,2002,FORD,RANGER,1FTYR10U62PA94980,312k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25028213,B,106,2002,FORD,RANGER,1FTZR45EX2PB23811,338k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24395246,A,6,2001,FORD,RANGER,1FTYR10U01PB14011,184k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24870200,B,3100,2001,FORD,RANGER,1FTYR14V41PB12104,207k mi (Not Required/Exempt),SALVAGE-OK,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24886455,A,3198,2001,FORD,RANGER,1FTZR15E51PA54412,267k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25067436,A,4542,2001,FORD,RANGER,1FTYR14U81PA04141,104k mi (Not Required/Exempt),CLEAR-OR,OTHER,"Mon Jun 03, 11am CDT",Eugene,NO,NO
24222049,A,3177,1999,FORD,RANGER,1FTYR14X8XPA59613,229k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25077890,A,3079,1999,FORD,RANGER,1FTYR10C5XPB67917,236k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25142102,A,35,1999,FORD,RANGER,1FTYR10V8XTA46033,150k mi (Not Required/Exempt),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25030637,B,276,1997,FORD,RANGER,1FTCR10UXVUB30086,174k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25218158,A,634,1995,FORD,RANGER,1FTCR14X1STA10005,190k mi (Not Required/Exempt),CLEAR-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25166103,A,1013,2017,FORD,SUPER DUTY FORD TRUCK BED,,0-1k mi (Not Actual),BILL OF SALE-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24630013,A,3263,2016,FORD,TAURUS,1FAHP2F91GG107615,40k mi ,ORIGINAL-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24918364,A,3024,2014,FORD,TAURUS,1FAHP2F98EG102280,55k mi ,SALVAGE-LA,OTHER,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25019175,A,3056,2014,FORD,TAURUS,1FAHP2E81EG100816,122k mi (Not Actual),SALVAGE-LA,FIRE,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24909510,A,4554,2013,FORD,TAURUS,1FAHP2F88DG226412,92k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25068391,A,65,2011,FORD,TAURUS,1FAHP2FW4BG187930,105k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25168355,A,3096,2011,FORD,TAURUS,1FAHP2DW2BG146196,0-1k mi ,PERMIT TO SELL-LA,OTHER,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24755532,A,3062,2011,FORD,TAURUS,1FAHP2HW7BG133499,200k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24907730,A,641,2008,FORD,TAURUS,1FAHP24W18G181854,133k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24715055,A,3061,2008,FORD,TAURUS,1FAHP25W48G105513,0-1k mi (Not Required/Exempt),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24867048,A,17,2005,FORD,TAURUS,1FAFP53255A296706,204k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25220681,A,191,2002,FORD,TAURUS,1FAFP58262A254033,51k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25086094,A,3010,2001,FORD,TAURUS,1FAFP52U61G113047,125k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25029724,A,3211,1997,FORD,TAURUS,1FALP52U1VA280914,119k mi (Not Required/Exempt),APP FOR DUP CLEAR-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25036739,B,72,2008,FORD,TAURUS X,1FMDK02W68GA45763,151k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25145430,B,334,2008,FORD,TAURUS X,1FMDK02W18GA41149,190k mi ,ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25186522,A,339,2019,FORD,TRANSIT,1FTYR3XM7KKA61288,1k mi ,CLEAR-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25133108,A,55,2018,FORD,TRANSIT,1FTBW2XM9JKB39514,3k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24848861,A,4617,2018,FORD,TRANSIT,1FTYR1CM5JKB21139,14k mi ,CLEAR-OR,OTHER,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25089864,A,3007,2018,FORD,TRANSIT,1FBZX2YM3JKB09391,20k mi ,ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25070415,A,699,2017,FORD,TRANSIT,1FBAX2CV7HKB32597,41k mi ,SALVAGE TITLE-TX,WATER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25007006,B,254,2016,FORD,TRANSIT,1FTYR1YM3GKB55145,15k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
23263575,A,3246,2016,FORD,TRANSIT,1FTYR2CM3GKA81593,125k mi ,SALVAGE-MO,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24637618,A,13,2017,FORD,TRANSIT CONNECT,NM0GS9F70H1314610,29k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25049364,A,155,2016,FORD,TRANSIT CONNECT,NM0GE9F75G1254944,52k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25069563,B,3422,2016,FORD,TRANSIT CONNECT,NM0LS7F74G1231585,87k mi ,SALVAGE TITLE-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25064075,A,3181,2013,FORD,TRANSIT CONNECT,NM0LS7BN1DT162634,105k mi ,SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24978330,A,3157,2012,FORD,TRANSIT CONNECT,NM0LS7BNXCT077225,195k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25224196,A,3072,2010,FORD,TRANSIT CONNECT,NM0LS7BN1AT013555,0-1k mi (Not Actual),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24947287,A,4006,1997,GEO,TRACKER,2CNBE1368V6905595,235k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24733884,A,3151,2017,GMC,ACADIA,1GKKNKLA4HZ165930,30k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24765192,A,89,2016,GMC,ACADIA,1GKKRRKD0GJ146037,59k mi ,ORIGINAL-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25167766,A,3400,2011,GMC,ACADIA,1GKKVNED3BJ265628,86k mi ,CLEAR-PA,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24727948,A,703,2010,GMC,ACADIA,1GKLRKED0AJ174466,133k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25158228,A,3042,2009,GMC,ACADIA,1GKER23DX9J108837,173k mi (Not Required/Exempt),SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25011955,A,3232,2009,GMC,ACADIA,1GKEV13D59J214974,92k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24828054,A,3191,2007,GMC,ACADIA,1GKEV33787J139755,122k mi ,SALVAGE-NJ,FIRE,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
23729512,B,3358,2008,GMC,ENVOY,1GKDS13S682219340,150k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24347405,A,3084,2006,GMC,ENVOY,1GKES66M166165921,131k mi (Not Required/Exempt),SALVAGE TITLE-TX,OTHER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25093279,A,185,2006,GMC,ENVOY,1GKET66MX66133353,189k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25207532,A,3286,2006,GMC,ENVOY,1GKET16S466102696,165k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25238139,A,93,2006,GMC,ENVOY,1GKET16S566111813,0-1k mi (Not Required/Exempt),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25106134,B,3290,2005,GMC,ENVOY,1GKDT13S552277402,161k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24250390,A,3123,2004,GMC,ENVOY,1GKDS13SX42190564,164k mi (Not Required/Exempt),NON-REPAIRABLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24961742,A,203,2004,GMC,ENVOY,1GKES16SX46200860,220k mi ,CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24985542,A,3100,2004,GMC,ENVOY,1GKET12S246175990,453k mi (Not Required/Exempt),CLEAR-LA,OTHER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25084901,A,106,2003,GMC,ENVOY,1GKET16S736236632,140k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25099344,A,3026,2001,GMC,JIMMY,1GKCS18W81K168100,168k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24896036,A,44,2001,GMC,JIMMY,1GKDT13W112182302,271k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25030914,A,3030,1997,GMC,JIMMY,1GKCS13W0V2530787,156k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
23893319,A,30,2007,GMC,NEW SIERRA,1GTEK19T57Z155605,188k mi (Not Required/Exempt),SALVAGE-OR,THEFT,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25190010,A,42,2006,GMC,NEW SIERRA,1GTEK19V56Z191729,141k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24093827,A,4522,2002,GMC,NEW SIERRA,2GTEK19T321424816,0-1k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25084289,B,66,2000,GMC,NEW SIERRA,2GTEC19T0Y1125547,306k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25007010,B,304,2000,GMC,SAFARI,1GTDM19W2YB532871,72k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25007011,A,3243,2007,GMC,SAVANA,1GTGG25V171204725,297k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24826463,A,179,2001,GMC,SAVANA,1GTGG25R711173281,179k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24844747,A,271,2000,GMC,SAVANA,1GDFG15R9Y1231628,64k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25196041,A,3292,1999,GMC,SAVANA,1GTGG25W2X1160016,150k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25069876,A,3110,2015,GMC,SIERRA,3GTP1VEC1FG471882,30k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25273413,A,88,2015,GMC,SIERRA,3GTU2VEC8FG377269,72k mi ,SALVAGE-FL,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24928020,A,3004,2015,GMC,SIERRA,3GTU2VEC6FG298179,37k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25040834,A,629,2010,GMC,SIERRA,1GTSCUEA0AZ148199,132k mi ,SALVAGE-LA,OTHER,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24302471,B,3318,2009,GMC,SIERRA,1GTEK19059E158231,294k mi ,ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25039840,B,98,2008,GMC,SIERRA,1GTEC14X68Z276071,204k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24871052,A,3190,1998,GMC,SIERRA,1GTGK24R3WE532397,132k mi ,SALVAGE-PA,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24135343,A,33,1994,GMC,SIERRA,2GTEC19Z0R1527834,302k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25095180,A,29,2002,GMC,SONOMA,1GTCS195928119293,158k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25020018,A,4526,2002,GMC,SONOMA,1GTDT19W828239130,125k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24603025,A,3078,1998,GMC,SONOMA,1GTCT19W4W8514171,0-1k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24377289,A,4619,1998,GMC,SONOMA,1GTCT19W8W8503089,45k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24503445,A,101,1999,GMC,SUBURBAN,3GKGK26JXXG503954,169k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25097490,B,294,1999,GMC,SUBURBAN,1GKFK16R7XJ783908,227k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24531009,A,97,2016,GMC,TERRAIN,2GKALNEKXG6166891,142k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24850186,A,3156,2013,GMC,TERRAIN,2GKALMEK7D6368335,103k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25159308,A,69,2013,GMC,TERRAIN,2GKALUEK4D6332585,93k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24992049,A,3094,2013,GMC,TERRAIN,2GKALUEKXD6317864,178k mi ,CLEAR-LA,OTHER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25107132,A,3048,2013,GMC,TERRAIN,2GKALSEK9D6358006,88k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25101113,A,3,2012,GMC,TERRAIN,2GKALSEK6C6324376,101k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24490655,B,3350,2012,GMC,TERRAIN,2GKALMEK8C6304738,86k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25010824,A,3178,2010,GMC,TERRAIN,2CTALFEWXA6317275,226k mi ,CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24951929,A,4012,2011,GMC,YUKON,1GKS2EEF1BR244210,0-1k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25176280,A,3016,2010,GMC,YUKON,1GKUKEEF9AR246486,0-1k mi (Not Actual),SALVAGE-IL,FIRE,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25082621,A,619,2007,GMC,YUKON,1GKFC13J87J103719,273k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25249390,A,68,2007,GMC,YUKON,1GKFK63827J146370,0-1k mi (Not Actual),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24955383,A,36,2005,GMC,YUKON,1GKEC13Z75R259377,213k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25140182,A,67,2005,GMC,YUKON,1GKEK63U35J197320,146k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25054664,B,256,2003,GMC,YUKON,1GKEC13Z03J288165,312k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25207882,A,319,2018,GMC,YUKON XL,1GKS1GKC0JR368489,42k mi ,ORIGINAL-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25065686,B,630,2012,GMC,YUKON XL,1GKS1MEF3CR306124,166k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25115999,A,3055,2001,GMC,YUKON XL,3GKEC16T71G124188,0-1k mi (Not Actual),CLEAR-LA,OTHER,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25035924,A,3230,2000,GMC,YUKON XL,3GKFK16T9YG181820,157k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24270613,A,602,2019,HONDA,ACCORD,1HGCV1F52KA007005,0k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24927981,A,3179,2018,HONDA,ACCORD,1HGCV1F13JA130615,20k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25143113,A,27,2018,HONDA,ACCORD,1HGCV1F38JA062703,24k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24935141,A,157,2017,HONDA,ACCORD,1HGCR2F14HA141353,22k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25032484,A,69,2017,HONDA,ACCORD,1HGCR2F13HA112264,33k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24638778,A,3140,2017,HONDA,ACCORD,1HGCR2F36HA141954,22k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24922460,A,27,2016,HONDA,ACCORD,1HGCR2F37GA095212,24k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24516310,A,625,2016,HONDA,ACCORD,1HGCR2F50GA202957,46k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24798228,A,3220,2016,HONDA,ACCORD,1HGCR2F3XGA199130,15k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24749441,A,4007,2015,HONDA,ACCORD,1HGCR3F89FA010807,62k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24803483,A,3247,2015,HONDA,ACCORD,1HGCR2F8XFA004783,150k mi ,SALVAGE-PA,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24968621,A,3032,2015,HONDA,ACCORD,1HGCT1B39FA002092,43k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25009869,A,680,2015,HONDA,ACCORD,1HGCR2F31FA108714,71k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24838864,A,163,2015,HONDA,ACCORD,1HGCT1B3XFA012503,25k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24985263,A,3238,2015,HONDA,ACCORD,1HGCR2F75FA031543,51k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24801613,A,116,2015,HONDA,ACCORD,1HGCR2F34FA221783,85k mi ,SALVAGE-LA,THEFT,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24925529,A,3161,2015,HONDA,ACCORD,1HGCR2F32FA018259,56k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24807336,A,18,2015,HONDA,ACCORD,1HGCR2F70FA013595,39k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24929401,A,37,2014,HONDA,ACCORD,JHMCR5F70EC000508,95k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25064388,A,96,2014,HONDA,ACCORD,1HGCR2F8XEA203301,78k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25148772,A,1,2014,HONDA,ACCORD,1HGCR2F81EA169880,93k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
23468121,A,3441,2013,HONDA,ACCORD,1HGCR3F86DA025844,79k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
