Stock#,Lane,Item#,Year,Make,Model,VIN,Odometer,Sale Document,Loss Type,Auction Date,Branch,Public,Live online bid
25045153,B,30,1997,ACURA,2.5TL,JH4UA2654VC005381,201k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25150710,A,3052,2003,ACURA,3.2CL,19UYA41653A015099,208k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25083174,A,123,2001,ACURA,3.2CL,19UYA42701A030243,154k mi (Not Required/Exempt),PERMIT TO SELL-LA,OTHER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24968306,A,3153,2006,ACURA,3.2TL,19UUA66286A013593,184k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24890635,A,3320,2006,ACURA,3.2TL,19UUA662X6A048314,0k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25001720,A,73,2003,ACURA,3.2TL,19UUA56873A045851,131k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25031477,A,140,2003,ACURA,3.2TL,19UUA56783A045672,192k mi ,SALVAGE-PA,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25081962,B,3312,2002,ACURA,3.2TL,19UUA56662A040427,0k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25151957,A,183,2001,ACURA,3.2TL,19UUA56691A014631,173k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25197608,A,120,2001,ACURA,3.2TL,19UUA56731A032924,299k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24926939,B,148,2015,ACURA,ILX,19VDE2E50FE000219,70k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24874372,A,645,2013,ACURA,ILX,19VDE3F79DE300134,222k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25228653,A,94,2000,ACURA,INTEGRA,JH4DB7668YS002545,121k mi (Not Required/Exempt),CLEAR-LA,OTHER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25079161,A,617,1999,ACURA,INTEGRA,JH4DB7651XS004918,267k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,THEFT,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25072774,B,116,1995,ACURA,INTEGRA,JH4DC4357SS029850,196k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24910195,A,3113,1992,ACURA,INTEGRA,JH4DA9358NS038502,182k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24955873,A,662,2016,ACURA,MDX,5FRYD4H41GB007474,43k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25131000,A,18,2009,ACURA,MDX,2HNYD28699H506554,72k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,THEFT,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24990621,A,111,2006,ACURA,MDX,2HNYD18666H502791,256k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25161923,A,315,2006,ACURA,MDX,2HNYD18936H524712,200k mi (Not Required/Exempt),SALVAGE TITLE - DEALER-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
23526791,A,3165,2005,ACURA,MDX,2HNYD18815H533463,161k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24906236,A,3017,2005,ACURA,MDX,2HNYD18905H517103,162k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
25219209,A,3180,2005,ACURA,MDX,2HNYD18925H521329,199k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25229424,B,144,2004,ACURA,MDX,2HNYD18784H518142,211k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25126432,A,3054,2004,ACURA,MDX,2HNYD18634H543361,201k mi (Not Required/Exempt),CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
25118525,B,196,2003,ACURA,MDX,2HNYD18663H546818,262k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25111634,A,3268,2003,ACURA,MDX,2HNYD18683H544391,172k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25148133,A,691,2002,ACURA,MDX,2HNYD18632H545530,345k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24924067,A,215,2001,ACURA,MDX,2HNYD18891H522382,201k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24751467,A,623,2015,ACURA,RDX,5J8TB3H58FL018635,39k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24677573,A,648,2007,ACURA,RDX,5J8TB18507A010854,297k mi (Not Required/Exempt),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
23572406,A,3244,2016,ACURA,RLX,JH4KC1F53GC000929,15k mi ,SALVAGE-PA,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25170175,A,3033,2006,ACURA,RSX,JH4DC53066S000579,205k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24917299,B,692,2012,ACURA,TL,19UUA8F50CA018918,114k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24477729,A,117,2010,ACURA,TL,19UUA8F56AA007080,125k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24716218,A,99,2008,ACURA,TL,19UUA66218A016368,111k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24999222,A,3147,2007,ACURA,TL,19UUA66217A022606,120k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24910032,A,3295,2005,ACURA,TL,19UUA662X5A078461,0k mi (Not Required/Exempt),SALVAGE TITLE - DEALER-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24691299,A,3222,2005,ACURA,TL,19UUA66215A066845,192k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24963014,A,3097,2004,ACURA,TL,19UUA66274A020614,106k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25096394,A,3272,2004,ACURA,TL,19UUA66264A046749,240k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24990372,A,3074,2015,ACURA,TLX,19UUB1F3XFA021686,45k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24885348,A,3054,2012,ACURA,TSX,JH4CU2F42CC006228,111k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24589896,A,174,2012,ACURA,TSX,JH4CU2F64CC021069,151k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25090537,A,75,2010,ACURA,TSX,JH4CU2F6XAC034700,116k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24728988,A,3316,2010,ACURA,TSX,JH4CU2F66AC015447,172k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25030002,A,3060,2009,ACURA,TSX,JH4CU26619C013763,113k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24873668,B,62,2009,ACURA,TSX,JH4CU26619C029297,121k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25010523,A,3065,2006,ACURA,TSX,JH4CL968X6C003709,46k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25068674,A,49,2005,ACURA,TSX,JH4CL96855C012557,143k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24959385,A,275,2005,ACURA,TSX,JH4CL968X5C010299,161k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25032224,A,3194,2005,ACURA,TSX,JH4CL96935C001923,125k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24832937,A,267,2005,ACURA,TSX,JH4CL96845C002604,196k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25249701,B,334,2005,ACURA,TSX,JH4CL96805C015608,70k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24900694,A,3021,2018,ALFA ROMEO,GIULIA,ZARFAEBN3J7581831,0k mi (Not Actual),SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24798154,B,4000,2004,AM GENERAL,HUMMER,001211,4k mi (Not Required/Exempt),SALVAGE TITLE-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24941039,A,4044,1987,AMERICAN MOTORS,CHEROKEE,1JCMR7843HT180204,263k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
23868296,A,83,2018,AUDI,A3,WAU6ULFF9J1066180,5k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24788080,A,3145,2012,AUDI,A3,WAUPFAFM3CA003239,89k mi ,CLEAR - DEALER ONLY-CA,THEFT,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24604288,A,255,2018,AUDI,A4,WAUDNAF41JA058873,5k mi ,SALVAGE CERTIFICATE-CA,THEFT,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24612825,B,110,2013,AUDI,A4,WAUFFAFLXDN046344,52k mi ,ORIGINAL-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25104269,A,116,2012,AUDI,A4,WAUBFAFL7CA087499,130k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25038304,A,3195,2009,AUDI,A4,WAUJF78K79N042101,122k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25146054,B,290,2007,AUDI,A4,WAUAF78E37A112157,148k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25146284,A,210,2007,AUDI,A4,WAUDF78E37A063717,182k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24899483,A,3217,2006,AUDI,A4,WAUDF78E86A245556,158k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25052464,B,314,2006,AUDI,A4,WAUAG78E96A086952,140k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24956951,A,38,2004,AUDI,A4,WAULC68E74A123959,158k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25080738,A,184,2004,AUDI,A4,WAUDT48H44K017014,218k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25151814,A,194,2004,AUDI,A4,WAULC68E24A024837,141k mi (Not Actual),CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25039677,A,3247,2002,AUDI,A4,WAULC68E32A217091,192k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25043889,A,3156,2016,AUDI,A5,WAUM2AFH1GN003501,27k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24927824,A,3294,2018,AUDI,A6,WAUF8AFCXJN035866,12k mi ,SALVAGE-NJ,THEFT,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25078511,A,4038,2007,AUDI,A6,WAUDH74F27N005597,168k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25207603,A,3282,2006,AUDI,A6,WAUDH74F56N177749,130k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25059057,A,4538,2002,AUDI,A6,WAULT54B22N150515,175k mi ,CLEAR-OR,OTHER,"Mon Jun 03, 11am CDT",Eugene,NO,NO
24813198,A,172,2014,AUDI,A8,WAUR2AFD0EN004316,79k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25105323,A,66,2015,AUDI,Q3,WA1FFCFS9FR004825,59k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24527372,A,3101,2018,AUDI,Q5,WA1BNAFYXJ2151943,7k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24653881,B,3446,2015,AUDI,Q5,WA1DGAFP5FA020216,51k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24884815,A,3043,2013,AUDI,Q5,WA1LFAFP8DA101688,94k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24822369,B,86,2015,AUDI,Q7,WA1LGAFE2FD026693,53k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24501933,A,632,2014,AUDI,Q7,WA1LGAFE9ED017584,50k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25104906,A,83,2013,AUDI,Q7,WA1DGAFEXDD013580,87k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24977888,A,3327,2010,AUDI,Q7,WA1VYAFE1AD003114,96k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
22973590,A,3043,2007,AUDI,Q7,WA1BV74L47D091455,135k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25273623,B,3396,2010,AUDI,S5,WAU3VAFR3AA077643,0k mi (Not Actual),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24578877,A,3223,2001,AUDI,TT,TRUWT28NX11001543,82k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25134894,A,618,2005,BENTLEY,CONTINENTAL,SCBCR63W85C028336,94k mi (Not Required/Exempt),SALVAGE-GA,OTHER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
24994336,B,168,2009,BMW,135,WBAUC73569VK94753,60k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24136676,A,3103,1995,BMW,318,WBACG5323SAM52988,226k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24769574,A,46,2014,BMW,320,WBA3C3G55ENS69688,77k mi ,SALVAGE-LA,COLLISION,"Mon Jun 03, 9am CDT",Shreveport,NO,NO
24350370,A,3269,2000,BMW,323,WBAAM3341YCA93503,227k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25221272,A,3012,2006,BMW,325,WBAVB13586KX46073,137k mi (Not Required/Exempt),SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24916354,B,224,2006,BMW,325,WBAVB17576NK33955,177k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24921987,A,4511,2004,BMW,325,WBAEP33444PF04419,0-1k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25037189,A,693,2003,BMW,325,WBAAX13403PJ00516,201k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25162261,A,27,2001,BMW,325,WBABS33441JY56901,79k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24531020,A,3251,1991,BMW,325,WBABB2314MEC25596,207k mi (Not Required/Exempt),SALVAGE TITLE-TX,THEFT,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25040363,A,81,1990,BMW,325,WBAAD1317LED13315,247k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24984586,A,3191,2016,BMW,328,WBA8E9G55GNT86581,0-1k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24981114,A,3171,2016,BMW,328,WBA8E3G58GNU05508,37k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24867895,A,3239,2015,BMW,328,WBA3B5G50FNS20656,39k mi (Not Actual),SALVAGE-PA,FIRE,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24847566,A,3071,2014,BMW,328,WBA3A5C56EP603268,999k mi (Not Actual),CLEAR-TX,OTHER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25032786,B,3440,2014,BMW,328,WBA3A5C53EP601638,27k mi ,SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24714126,A,3328,2014,BMW,328,WBA3C1C54EK113685,78k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24795730,A,3207,2014,BMW,328,WBA3B5C5XEP539930,70k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24996874,A,3111,2012,BMW,328,WBADW7C56CE729625,94k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24835458,A,613,2011,BMW,328,WBAPH5G58BNM72794,73k mi ,SALVAGE CERTIFICATE-CA,THEFT,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25111376,A,3023,2011,BMW,328,WBAPH5C52BA446155,0-1k mi (Not Required/Exempt),NON-REPAIRABLE-CA,FIRE,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24904683,A,3176,2011,BMW,328,WBAPH5C52BA441599,0-1k mi (Not Actual),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24953384,A,3097,2011,BMW,328,WBAPH7C56BE674390,130k mi ,CLEAR-LA,OTHER,"Mon Jun 03, 9am CDT",New Orleans East,NO,NO
25228301,A,71,2011,BMW,328,WBAPK7G52BNN48944,118k mi ,CLEAR-IL,OTHER,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24873431,A,179,2010,BMW,328,WBAPK5C55AA651453,133k mi ,SALVAGE-PA,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24975669,A,9,2010,BMW,328,WBAWV1C51AP123904,113k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25019193,A,3020,2010,BMW,328,WBAWR3C58AP462000,122k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24941316,A,3025,2009,BMW,328,WBAPH57589NL77968,95k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24825425,A,3062,2008,BMW,328,WBAWV13578P118412,116k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
23659235,A,3141,2008,BMW,328,WBAVC93598K038977,0-1k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25099148,A,3305,2008,BMW,328,WBAVC53548FZ88973,60k mi (Not Actual),SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24721415,A,4576,2007,BMW,328,WBAVA37597NL16495,0-1k mi (Not Actual),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24885456,A,654,2000,BMW,328,WBAAM5348YFR19318,112k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24986211,A,4577,1999,BMW,328,WBAAM533XXFR01697,175k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24859075,B,610,2005,BMW,330,WBABD53455PL15719,175k mi (Not Required/Exempt),SALVAGE TITLE-TX,COLLISION,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25110085,A,3025,2005,BMW,330,WBAEV53475KM41927,126k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24832558,A,3303,2004,BMW,330,WBABD53424PL14509,119k mi (Not Actual),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25202315,A,3203,2004,BMW,330,WBAEW534X4PN32804,141k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25029081,B,28,2002,BMW,330,WBABS53432JU91673,206k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25065545,A,45,2002,BMW,330,WBAEV53402KM23149,181k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24942059,B,3228,2002,BMW,330,WBABN53472PH00419,198k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
25020008,A,3102,2001,BMW,330,WBABS53471JU87298,139k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25069900,A,3306,2001,BMW,330,WBAAV53441FJ69032,200k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24980563,A,3023,2011,BMW,335,WBADX7C53BE581252,61k mi ,SALVAGE-IL,COLLISION,"Mon Jun 03, 9am CDT",Chicago-West,NO,NO
24950601,A,3144,2009,BMW,335,WBAWL73579P179057,87k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25001259,A,3194,2015,BMW,428,WBA4A9C55FGL87250,52k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25005798,A,165,2019,BMW,430XI,WBA4J3C50KBL06398,6k mi ,SALVAGE-NJ,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25001113,A,303,2018,BMW,440I,WBA4Z5C53JEA32750,18k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
25048216,A,212,2006,BMW,525,WBANF33596CS34963,235k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25143295,A,39,2003,BMW,525,WBADT43483G023274,195k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
24883947,A,4534,2002,BMW,525,WBADT43472GY41514,209k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25110835,A,3131,2013,BMW,528,WBAXG5C54DDY33357,79k mi ,SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24359943,A,3070,2009,BMW,528,WBANV13589C152623,129k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",Fremont,NO,NO
24692504,A,3037,2008,BMW,528,WBANU53508CT19534,136k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,NO,NO
25070562,B,184,1997,BMW,528,WBADD6320VBW22452,237k mi (Not Required/Exempt),CLEAR - DEALER ONLY-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
23233748,A,136,2018,BMW,530,WBAJA7C59JWA73299,4k mi ,SALVAGE-PA,COLLISION,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
24961146,A,4225,2007,BMW,530,WBANF73577CC34617,67k mi (Not Required/Exempt),SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
25128662,A,3255,2007,BMW,530,WBANE73507CM50499,163k mi ,CLEAR-NJ,OTHER,"Mon Jun 03, 8am CDT",Northern New Jersey,NO,NO
25016090,B,282,2004,BMW,530,WBANA73554B059362,208k mi (Not Required/Exempt),ORIGINAL-TX,OTHER,"Mon Jun 03, 9am CDT",San Antonio-South,NO,NO
24956652,A,4561,2010,BMW,535,WBANW1C55AC166545,94k mi ,SALVAGE-OR,COLLISION,"Mon Jun 03, 11am CDT",Eugene,YES,NO
24517582,A,3052,2008,BMW,535,WBANW13518CZ71078,135k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,COLLISION,"Mon Jun 03, 11am CDT",San Diego,YES,NO
25029329,A,89,2008,BMW,535,WBANW13578CN55097,190k mi (Not Required/Exempt),SALVAGE CERTIFICATE-CA,OTHER,"Mon Jun 03, 11am CDT",Fremont,NO,NO
